['cup', 'color_white', 'dampness_damp', 'dimension_narrow_short_small_thick', 'material_ceramic', 'physical_fragile_hard', 'price_expensive', 'room_bathroom', 'shape_curved_hollow', 'size_small', 'fullness_half', 'place_on_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['bowl', 'color_white', 'dampness_dry', 'dimension_deep_small_wide', 'material_porcelain', 'physical_fragile_hard', 'price_medium', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_hot', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dampness_dry', 'dimension_deep_small_wide', 'material_porcelain', 'physical_fragile_hard', 'price_medium', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_floor', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dampness_dry', 'dimension_deep_small_wide', 'material_porcelain', 'physical_fragile_hard', 'price_medium', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dampness_dry', 'dimension_deep_small_wide', 'material_porcelain', 'physical_fragile_hard', 'price_medium', 'cleanliness_normal', 'room_living_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dampness_dry', 'dimension_deep_small_wide', 'material_porcelain', 'physical_fragile_hard', 'price_medium', 'cleanliness_dirty', 'room_living_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dampness_damp', 'dimension_deep_small_wide', 'material_porcelain', 'physical_fragile_hard', 'price_medium', 'cleanliness_dirty', 'room_living_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_shelf', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dampness_dry', 'dimension_deep_small_wide', 'material_porcelain', 'physical_fragile_hard', 'price_medium', 'cleanliness_normal', 'room_living_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dampness_dry', 'dimension_deep_small_wide', 'material_porcelain', 'physical_fragile_hard', 'price_medium', 'cleanliness_dirty', 'room_living_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dampness_dry', 'dimension_deep_small_wide', 'material_porcelain', 'physical_fragile_hard', 'price_medium', 'cleanliness_normal', 'room_living_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_sofa', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dampness_dry', 'dimension_deep_small_wide', 'material_porcelain', 'physical_fragile_hard', 'price_medium', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dampness_wet', 'dimension_deep_small_wide', 'material_porcelain', 'physical_fragile_hard', 'price_medium', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dampness_wet', 'dimension_deep_small_wide', 'material_porcelain', 'physical_fragile_hard', 'price_medium', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_dishwasher', 'temperature_hot', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dampness_dry', 'dimension_deep_small_wide', 'material_porcelain', 'physical_fragile_hard', 'price_medium', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dimension_deep_small_wide', 'material_porcelain', 'physical_fragile_hard', 'price_medium', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dampness_wet', 'dimension_deep_small_wide', 'material_porcelain', 'physical_fragile_hard', 'price_medium', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_dishwasher', 'temperature_hot', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_colorful', 'dampness_wet', 'dimension_short_wide', 'material_plastic', 'physical_fragile_hard', 'price_cheap', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_colorful', 'dampness_dry', 'dimension_short_wide', 'material_plastic', 'physical_fragile_hard', 'price_cheap', 'cleanliness_clean', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_cupboard', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_colorful', 'dampness_dry', 'dimension_short_wide', 'material_plastic', 'physical_fragile_hard', 'price_cheap', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_windowsill', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_colorful', 'dampness_dry', 'dimension_short_wide', 'material_plastic', 'physical_fragile_hard', 'price_cheap', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_colorful', 'dampness_dry', 'dimension_short_wide', 'material_plastic', 'physical_fragile_hard', 'price_cheap', 'cleanliness_clean', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_cupboard', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_colorful', 'dampness_wet', 'dimension_short_wide', 'material_plastic', 'physical_fragile_hard', 'price_cheap', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_floor', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_colorful', 'dampness_dry', 'dimension_short_wide', 'material_plastic', 'physical_fragile_hard', 'price_cheap', 'cleanliness_clean', 'room_living_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_colorful', 'dampness_dry', 'dimension_short_wide', 'material_plastic', 'physical_fragile_hard', 'price_cheap', 'cleanliness_dirty', 'room_living_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_colorful', 'dampness_damp', 'dimension_short_wide', 'material_plastic', 'physical_fragile_hard', 'price_cheap', 'cleanliness_dirty', 'room_living_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_chair', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_colorful', 'dampness_dry', 'dimension_short_wide', 'material_plastic', 'physical_fragile_hard', 'price_cheap', 'cleanliness_normal', 'room_living_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_in_hand', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_colorful', 'dimension_short_wide', 'material_plastic', 'physical_fragile_hard', 'price_cheap', 'cleanliness_dirty', 'room_living_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_colorful', 'dampness_dry', 'dimension_short_wide', 'material_plastic', 'physical_fragile_hard', 'price_cheap', 'cleanliness_normal', 'room_living_room', 'shape_curved_hollow', 'size_large', 'fullness_half', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_colorful', 'dampness_wet', 'dimension_short_wide', 'material_plastic', 'physical_fragile_hard', 'price_cheap', 'cleanliness_normal', 'room_bedroom', 'shape_curved_hollow', 'size_large', 'fullness_half', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_colorful', 'dampness_damp', 'dimension_short_wide', 'material_plastic', 'physical_fragile_hard', 'price_cheap', 'cleanliness_dirty', 'room_bedroom', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_colorful', 'dampness_damp', 'dimension_short_wide', 'material_plastic', 'physical_fragile_hard', 'price_cheap', 'cleanliness_dirty', 'room_bedroom', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_shelf', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_colorful', 'dampness_dry', 'dimension_short_wide', 'material_plastic', 'physical_fragile_hard', 'price_cheap', 'cleanliness_normal', 'room_bedroom', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_nightstand', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_colorful', 'dampness_dry', 'dimension_short_wide', 'material_plastic', 'physical_fragile_hard', 'price_cheap', 'cleanliness_normal', 'room_bedroom', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_colorful', 'dampness_wet', 'dimension_short_wide', 'material_plastic', 'physical_fragile_hard', 'price_cheap', 'cleanliness_normal', 'room_bedroom', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_floor', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_colorful', 'dampness_wet', 'dimension_short_wide', 'material_plastic', 'physical_fragile_hard', 'price_cheap', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_colorful', 'dampness_wet', 'dimension_short_wide', 'material_plastic', 'physical_fragile_hard', 'price_cheap', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_in_refrigerator', 'temperature_cold', 'transparency_opaque', 'weight_light']
['bowl', 'color_colorful', 'dampness_dry', 'dimension_short_wide', 'material_plastic', 'physical_fragile_hard', 'price_cheap', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_colorful', 'dampness_wet', 'dimension_short_wide', 'material_plastic', 'physical_fragile_hard', 'price_cheap', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_cold', 'transparency_opaque', 'weight_light']
['bowl', 'color_colorful', 'dampness_wet', 'dimension_short_wide', 'material_plastic', 'physical_fragile_hard', 'price_cheap', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_dishwasher', 'temperature_hot', 'transparency_opaque', 'weight_light']
['bowl', 'color_colorful', 'dampness_dry', 'dimension_short_wide', 'material_plastic', 'physical_fragile_hard', 'price_cheap', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_brown', 'dampness_damp', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow_irregular', 'size_large', 'fullness_full', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_brown', 'dampness_dry', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_dining_room', 'shape_curved_hollow_irregular', 'size_large', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_brown', 'dampness_damp', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow_irregular', 'size_large', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_brown', 'dampness_damp', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow_irregular', 'size_large', 'fullness_full', 'place_on_table', 'temperature_cold', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_brown', 'dampness_damp', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow_irregular', 'size_large', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_brown', 'dampness_dry', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_dining_room', 'shape_curved_hollow_irregular', 'size_large', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_brown', 'dampness_damp', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_living_room', 'shape_curved_hollow_irregular', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_brown', 'dampness_dry', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_living_room', 'shape_curved_hollow_irregular', 'size_large', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_brown', 'dampness_dry', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_living_room', 'shape_curved_hollow_irregular', 'size_large', 'fullness_full', 'place_in_box', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_brown', 'dampness_dry', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_living_room', 'shape_curved_hollow_irregular', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_brown', 'dampness_dry', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_living_room', 'shape_curved_hollow_irregular', 'size_large', 'fullness_full', 'place_on_shelf', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_brown', 'dampness_damp', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_living_room', 'shape_curved_hollow_irregular', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_brown', 'dampness_damp', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow_irregular', 'size_large', 'fullness_half', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_brown', 'dampness_damp', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow_irregular', 'size_large', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_brown', 'dampness_dry', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow_irregular', 'size_large', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_brown', 'dampness_damp', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow_irregular', 'size_large', 'fullness_full', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_brown', 'dampness_wet', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow_irregular', 'size_large', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_brown', 'dampness_damp', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow_irregular', 'size_large', 'fullness_full', 'place_in_refrigerator', 'temperature_cold', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_white', 'dampness_wet', 'dimension_short_thin_wide', 'material_paper', 'physical_compressible_soft', 'price_cheap', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_small', 'fullness_full', 'place_on_table', 'temperature_cold', 'transparency_opaque', 'weight_light']
['bowl', 'color_white', 'dampness_damp', 'dimension_short_thin_wide', 'material_paper', 'physical_compressible_soft', 'price_cheap', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_white', 'dampness_damp', 'dimension_short_thin_wide', 'material_paper', 'physical_compressible_soft', 'price_cheap', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_in_trash_can', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_white', 'dampness_wet', 'dimension_short_thin_wide', 'material_paper', 'physical_compressible_soft', 'price_cheap', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_small', 'fullness_full', 'place_on_table', 'temperature_cold', 'transparency_opaque', 'weight_light']
['bowl', 'color_white', 'dampness_dry', 'dimension_short_thin_wide', 'material_paper', 'physical_compressible_soft', 'price_cheap', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_small', 'fullness_half', 'place_on_stool', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_white', 'dampness_damp', 'dimension_short_thin_wide', 'material_paper', 'physical_compressible_soft', 'price_cheap', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_on_floor', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_white', 'dampness_dry', 'dimension_short_thin_wide', 'material_paper', 'physical_compressible_soft', 'price_cheap', 'cleanliness_normal', 'room_living_room', 'shape_curved_hollow', 'size_small', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_white', 'dampness_dry', 'dimension_short_thin_wide', 'material_paper', 'physical_compressible_soft', 'price_cheap', 'cleanliness_normal', 'room_living_room', 'shape_curved_hollow', 'size_small', 'fullness_full', 'place_on_sofa', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_white', 'dampness_dry', 'dimension_short_thin_wide', 'material_paper', 'physical_compressible_soft', 'price_cheap', 'cleanliness_clean', 'room_living_room', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_on_bookshelf', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_white', 'dimension_short_thin_wide', 'material_paper', 'physical_compressible_soft', 'price_cheap', 'cleanliness_normal', 'room_living_room', 'shape_curved_hollow', 'size_small', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_white', 'dampness_dry', 'dimension_short_thin_wide', 'material_paper', 'physical_compressible_soft', 'price_cheap', 'cleanliness_dirty', 'room_living_room', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_white', 'dampness_dry', 'dimension_short_thin_wide', 'material_paper', 'physical_compressible_soft', 'price_cheap', 'cleanliness_dirty', 'room_living_room', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_on_shelf', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_white', 'dampness_damp', 'dimension_short_thin_wide', 'material_paper', 'physical_compressible_soft', 'price_cheap', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_small', 'fullness_half', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_white', 'dampness_dry', 'dimension_short_thin_wide', 'material_paper', 'physical_compressible_soft', 'price_cheap', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_white', 'dampness_dry', 'dimension_short_thin_wide', 'material_paper', 'physical_compressible_soft', 'price_cheap', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_white', 'dampness_dry', 'dimension_short_thin_wide', 'material_paper', 'physical_compressible_soft', 'price_cheap', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_white', 'dimension_short_thin_wide', 'material_paper', 'physical_compressible_soft', 'price_cheap', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_small', 'fullness_empty', 'place_in_trash_can', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_white', 'dampness_dry', 'dimension_short_thin_wide', 'material_paper', 'physical_compressible_soft', 'price_cheap', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_small', 'fullness_full', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['bowl', 'color_black_white', 'dampness_dry', 'dimension_big_deep_short_wide', 'material_plastic', 'physical_hard', 'price_medium', 'cleanliness_clean', 'room_dining_room', 'shape_curved', 'size_large', 'fullness_empty', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black_white', 'dampness_dry', 'dimension_big_deep_short_wide', 'material_plastic', 'physical_hard', 'price_medium', 'cleanliness_clean', 'room_dining_room', 'shape_curved', 'size_large', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black_white', 'dimension_big_deep_short_wide', 'material_plastic', 'physical_hard', 'price_medium', 'cleanliness_normal', 'room_dining_room', 'shape_curved', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black_white', 'dampness_dry', 'dimension_big_deep_short_wide', 'material_plastic', 'physical_hard', 'price_medium', 'cleanliness_clean', 'room_dining_room', 'shape_curved', 'size_large', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black_white', 'dampness_damp', 'dimension_big_deep_short_wide', 'material_plastic', 'physical_hard', 'price_medium', 'cleanliness_dirty', 'room_dining_room', 'shape_curved', 'size_large', 'fullness_empty', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black_white', 'dampness_damp', 'dimension_big_deep_short_wide', 'material_plastic', 'physical_hard', 'price_medium', 'cleanliness_dirty', 'room_dining_room', 'shape_curved', 'size_large', 'fullness_empty', 'place_on_chair', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black_white', 'dampness_dry', 'dimension_big_deep_short_wide', 'material_plastic', 'physical_hard', 'price_medium', 'cleanliness_normal', 'room_kitchen', 'shape_curved', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black_white', 'dampness_dry', 'dimension_big_deep_short_wide', 'material_plastic', 'physical_hard', 'price_medium', 'cleanliness_clean', 'room_kitchen', 'shape_curved', 'size_large', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black_white', 'dampness_wet', 'dimension_big_deep_short_wide', 'material_plastic', 'physical_hard', 'price_medium', 'cleanliness_dirty', 'room_kitchen', 'shape_curved', 'size_large', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black_white', 'dampness_dry', 'dimension_big_deep_short_wide', 'material_plastic', 'physical_hard', 'price_medium', 'cleanliness_clean', 'room_kitchen', 'shape_curved', 'size_large', 'fullness_empty', 'place_on_shelf', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black_white', 'dampness_dry', 'dimension_big_deep_short_wide', 'material_plastic', 'physical_hard', 'price_medium', 'cleanliness_normal', 'room_kitchen', 'shape_curved', 'size_large', 'fullness_half', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_black_white', 'dampness_wet', 'dimension_big_deep_short_wide', 'material_plastic', 'physical_hard', 'price_medium', 'cleanliness_normal', 'room_kitchen', 'shape_curved', 'size_large', 'fullness_full', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_silver_white', 'dampness_dry', 'dimension_big_deep_thick_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_half', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_silver_white', 'dampness_dry', 'dimension_big_deep_thick_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_silver_white', 'dampness_dry', 'dimension_big_deep_thick_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_half', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_silver_white', 'dampness_dry', 'dimension_big_deep_thick_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_silver_white', 'dimension_big_deep_thick_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_silver_white', 'dampness_damp', 'dimension_big_deep_thick_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_silver_white', 'dampness_dry', 'dimension_big_deep_thick_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_half', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_silver_white', 'dampness_wet', 'dimension_big_deep_thick_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['bowl', 'color_silver_white', 'dampness_dry', 'dimension_big_deep_thick_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
